Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DDD,3D Systems Corporation,18.9,2155172349,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ddd
MMM,3M Company,210.71,1.23605E+11,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmm
WBAI,500.com Limited,11.06,467342877,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/wbai
WUBA,58.com Inc.,73.6,10855225728,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wuba
EGHT,8x8 Inc,21.25,1983090120,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/eght
AHC,A.H. Belo Corporation,4.6,99804829.2,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/ahc
ATEN,"A10 Networks, Inc.",6.08,442060396.2,n/a,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/aten
AAC,"AAC Holdings, Inc.",7.63,187672630.3,n/a,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aac
AIR,AAR Corp.,47.89,1678118087,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/air
AAN,"Aaron&#39;s,  Inc.",54.46,3952614272,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aan
ABB,ABB Ltd,23.63,50373864659,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,73.36,1.28697E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,94.58,1.4322E+11,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abbv
ANF,Abercrombie & Fitch Company,21.12,1409758522,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/anf
AGD,Aberdeen Global Dynamic Dividend Fund,10.345,129825415.4,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/agd
AWP,Aberdeen Global Premier Properties Fund,6.06,517572183.1,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/awp
ACP,Aberdeen Income Credit Strategies Fund,14.23,186044044.6,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/acp
JEQ,"Aberdeen Japan Equity Fund, Inc. ",8.39,112334314.1,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/jeq
AOD,Aberdeen Total Dynamic Dividend Fund,8.78,944669507.6,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/aod
ABM,ABM Industries Incorporated,32.25,2123720324,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm
AKR,Acadia Realty Trust,28.03,2284523820,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr
ACN,Accenture plc,170.2,1.08911E+11,n/a,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn
ACCO,Acco Brands Corporation,11.3,1180716208,n/a,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/acco
ATV,"Acorn International, Inc.",19,50922660,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/atv
ATU,Actuant Corporation,27.9,1698973792,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu
AYI,Acuity Brands Inc,157.2,6316456816,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,27.43,2050645542,n/a,2016,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf
ADX,"Adams Diversified Equity Fund, Inc.",16.67,1685424184,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",19.916,577478261.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peo
AGRO,Adecoagro S.A.,7.35,856680955.2,n/a,2011,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/agro
ADNT,Adient plc,39.31,3670445379,n/a,2016,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt
ADT,ADT Inc.,9.39,7199966272,n/a,2018,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt
ATGE,Adtalem Global Education Inc.,48.2,2888674200,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge
AAP,Advance Auto Parts Inc,168.33,12470098159,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/aap
ADSW,"Advanced Disposal Services, Inc.",27.08,2398941918,n/a,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",30.9,1759112095,n/a,2014,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/wms
ASIX,AdvanSix Inc.,33.95,1029739793,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix
AVK,Advent Claymore Convertible Securities and Income Fund,15.67,541010228.7,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk
ACM,AECOM,32.66,5251085382,n/a,2007,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm
ANW,Aegean Marine Petroleum Network Inc.,1.43,58115803.46,n/a,2006,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/anw
AEB,Aegon NV,24.61,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeb
AED,Aegon NV,25.71,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aed
AEG,Aegon NV,6.43,13144458429,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,25.61,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeh
AER,Aercap Holdings N.V.,57.52,8537836652,n/a,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer
HIVE,"Aerohive Networks, Inc.",4.12,227930999,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/hive
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",33.99,2569644000,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd
AET,Aetna Inc.,202.85,66413090000,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aet
AMG,"Affiliated Managers Group, Inc.",136.72,7305215931,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg
AFL,Aflac Incorporated,47.07,36140358144,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl
MITT,"AG Mortgage Investment Trust, Inc.",18.18,513152516,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.5829,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",25.2501,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^b
AGCO,AGCO Corporation,60.79,4809627536,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco
A,"Agilent Technologies, Inc.",70.54,22486003845,n/a,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/a
AEM,Agnico Eagle Mines Limited,34.2,8011541623,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,53.12,1862226884,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc
AL,Air Lease Corporation,45.88,4774573085,n/a,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al
APD,"Air Products and Chemicals, Inc.",167.05,36629470457,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd
AYR,Aircastle Limited,21.91,1713055435,n/a,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr
AKS,AK Steel Holding Corporation,4.9,1546006865,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/aks
ALP^Q,Alabama Power Company,24.91,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",91.61,1074372215,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,4.61,1797006084,n/a,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi
ALK,"Alaska Air Group, Inc.",68.86,8479760500,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk
AIN,Albany International Corporation,79.5,2559900000,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,99.78,10821117352,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb
AA,Alcoa Corporation,40.4,7533510816,n/a,2016,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/aa
ALEX,"Alexander & Baldwin, Inc.",22.69,1634193860,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",343.3,1753332657,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",125.79,13303219698,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",34.6836,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/are^d
AQN,Algonquin Power & Utilities Corp.,10.36,4875812343,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn
BABA,Alibaba Group Holding Limited,164.76,4.23751E+11,n/a,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba
Y,Alleghany Corporation,652.53,9746628538,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/y
ATI,Allegheny Technologies Incorporated,29.55,3713973902,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati
ALLE,Allegion plc,90.57,8604450058,n/a,2013,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle
AGN,Allergan plc.,190.48,64657373503,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agn
ALE,"Allete, Inc.",75.01,3852559806,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale
AKP,Alliance California Municipal Income Fund Inc,13.58,116172391.4,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/akp
ADS,Alliance Data Systems Corporation,236.16,12975478451,n/a,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ads
AFB,Alliance National Municipal Income Fund Inc,12.39,356149757,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/afb
AWF,Alliance World Dollar Government Fund II,11.65,1004575737,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,30.45,2981932569,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab
LNT,Alliant Energy Corporation,42.57,9951712694,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.2,167964510.4,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,6.95,620274503.5,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,25.14,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,6.13,461417513.3,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,24.87,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncz^a
ACV,AllianzGI Diversified Income & Convertible Fund,24.84,255696948.7,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/acv
NIE,AllianzGI Equity & Convertible Income Fund,22.95,635920746.8,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/nie
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",13.1,1241900711,n/a,2005,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nfj
ALSN,"Allison Transmission Holdings, Inc.",52.01,6785607862,n/a,2012,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn
ALL,Allstate Corporation (The),98.7,34173133439,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),24.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^b
ALL^C.CL,Allstate Corporation (The),n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^c.cl
ALL^D,Allstate Corporation (The),25.4,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),25.4,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),25.79,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^f
ALL^G,Allstate Corporation (The),24.98,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/all^g
ALLY,Ally Financial Inc.,26.45,11164039567,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,26.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ally^a
AYX,"Alteryx, Inc.",57.21,3482676657,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",18.14,13370431043,n/a,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus
MO,Altria Group,60.31,1.13695E+11,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,11.08,6605363373,n/a,2001,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/ach
AMBR,"Amber Road, Inc.",9.62,264749085.9,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ambr
ABEV,Ambev S.A.,4.57,71840385723,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",20.5,2615212450,n/a,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc
AEE,Ameren Corporation,63.22,15428207536,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",13.7,626740900.7,n/a,2010,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/amrc
AMOV,"America Movil, S.A.B. de C.V.",16.02,52908518682,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",16.06,53040624846,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amx
AAT,"American Assets Trust, Inc.",37.29,1760912892,n/a,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",17.44,1947802916,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,41.16,5640103021,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acc
AEO,"American Eagle Outfitters, Inc.",24.83,4403996464,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",70.88,34939166031,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep
AEL,American Equity Investment Life Holding Company,35.36,3192302320,n/a,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael
AXP,American Express Company,106.49,91693667083,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/axp
AFG,"American Financial Group, Inc.",110.97,9886057963,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afg
AFGE,"American Financial Group, Inc.",25.6313,0,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",25.54,0,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,21.89,6479840456,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,24.41,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,23.11,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,23.4773,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,25.21,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amh^h
AIG,"American International Group, Inc.",53.24,47300879362,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aig.ws
AMID,"American Midstream Partners, LP",6.35,336429794.5,n/a,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amid
ARL,"American Realty Investors, Inc.",16.92,270670525.9,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",21.65,702905548.9,n/a,2016,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ara
AWR,American States Water Company,61.14,2245886557,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr
AMT,American Tower Corporation (REIT),145.3,64053333927,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amt
AVD,American Vanguard Corporation,18,545840874,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/avd
AWK,American Water Works,87.97,15877898658,n/a,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk
COLD,Americold Realty Trust,25.02,3689482702,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cold
APU,"AmeriGas Partners, L.P.",39.51,3673524115,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",147.66,20947616386,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amp
ABC,AmerisourceBergen Corporation (Holding Co),92.22,19952409710,n/a,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/abc
ANFI,Amira Nature Foods Ltd,1.69,59877862.72,n/a,2012,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/anfi
AMN,AMN Healthcare Services Inc,54.7,2597862341,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/amn
AMRX,"Amneal Pharmaceuticals, Inc.",22.19,6622997975,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/amrx
AP,Ampco-Pittsburgh Corporation,5.9,73699773.3,n/a,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ap
APH,Amphenol Corporation,94.02,28239147879,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aph
AXR,AMREP Corporation,7.31,59414978.24,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/axr
AME,"AMTEK, Inc.",79.12,18347703537,n/a,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/ame
AFSI^A,"AmTrust Financial Services, Inc.",16.68,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^a
AFSI^B,"AmTrust Financial Services, Inc.",17.39,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^b
AFSI^C,"AmTrust Financial Services, Inc.",18.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^c
AFSI^D,"AmTrust Financial Services, Inc.",18.94,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^d
AFSI^E,"AmTrust Financial Services, Inc.",19.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^e
AFSI^F,"AmTrust Financial Services, Inc.",17.05,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afsi^f
AFSS,"AmTrust Financial Services, Inc.",23.49,0,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afss
AFST,"AmTrust Financial Services, Inc.",24.26,0,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afst
APC,Anadarko Petroleum Corporation,67.41,34518979997,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apc
ANDX,Andeavor Logistics LP,48.56,11920156400,n/a,2011,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/andx
AU,AngloGold Ashanti Limited,8.58,3531625066,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,87.57,1.71331E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/bud
AXE,Anixter International Inc.,70.3,2352539798,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,10.23,13330097041,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nly
NLY^C,Annaly Capital Management Inc,25.42,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^c
NLY^D,Annaly Capital Management Inc,25.35,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^d
NLY^F,Annaly Capital Management Inc,25.52,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^f
NLY^G,Annaly Capital Management Inc,24.19,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^g
NLY^H,Annaly Capital Management Inc,25.68,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nly^h
AMGP,Antero Midstream GP LP,16.92,3150662523,n/a,2017,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amgp
AM,Antero Midstream Partners LP,28.66,5360724001,n/a,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/am
AR,Antero Resources Corporation,17.71,5615598444,n/a,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar
ANTM,"Anthem, Inc.",274.05,71240305456,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/antm
ANH,Anworth Mortgage Asset  Corporation,4.63,455464605.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/anh
ANH^A,Anworth Mortgage Asset  Corporation,26.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^a
ANH^B,Anworth Mortgage Asset  Corporation,25.58,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^b
ANH^C,Anworth Mortgage Asset  Corporation,25.04,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/anh^c
AON,Aon plc,153.78,37315538647,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/aon
APA,Apache Corporation,47.67,18233105380,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/apa
AIV,Apartment Investment and Management Company,44.13,6943918518,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv
AIV^A,Apartment Investment and Management Company,25.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aiv^a
APY,Apergy Corporation,43.56,3368922908,n/a,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy
ARI,Apollo Commercial Real Estate Finance,18.87,2510483368,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari
ARI^C,Apollo Commercial Real Estate Finance,25.2943,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ari^c
APO,"Apollo Global Management, LLC",34.55,13962686767,n/a,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/apo
APO^A,"Apollo Global Management, LLC",25.17,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^a
APO^B,"Apollo Global Management, LLC",24.84,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apo^b
AIY,Apollo Investment Corporation,25.05,0,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aiy
AFT,Apollo Senior Floating Rate Fund Inc.,15.98,248857514.8,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/aft
AIF,Apollo Tactical Income Fund Inc.,15.53,224626323.8,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",17.49,4028777110,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",78.25,3032268958,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",107.74,6699614089,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr
APTV,Aptiv PLC,83.9,22211516942,n/a,2011,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/aptv
WTR,"Aqua America, Inc.",36.9,6565023242,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtr
AQ,Aquantia Corp.,12.79,438188022,n/a,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/aq
WAAS,AquaVenture Holdings Limited,18.07,480315977.6,n/a,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/waas
ARMK,Aramark,43.02,10603410899,n/a,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,11.48,865486533.2,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/abr
ABR^A,Arbor Realty Trust,25.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^a
ABR^B,Arbor Realty Trust,25.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,26.21,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^c
ARC,"ARC Document Solutions, Inc.",2.84,129705634.3,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc
MT,ArcelorMittal,30.86,31270549806,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt
ARCH,"Arch Coal, Inc.",89.4,1751144671,n/a,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch
